Name,Class,Lr,Lr_ler,Lr_uer,Lx,Lx_ler,Lx_uer,uplim,Ref
IGR J17511-3057,AMXP,8e+27,0.0,0.0,1.54e+36,0.0,0.0,Lr,"Tudor et al. 2017, MNRAS, 470, 324"
SAX J1748.9-2021,AMXP,7.07e+27,0.0,0.0,2.14e+36,0.0,0.0,Lr,"Miller-Jones et al., 2010, ATel, 2377; Tetarenko et al. 2017, ATel, 10843"
SAX J1748.9-2021,AMXP,5.1e+28,0.0,0.0,3e+37,0.0,0.0,Lr,"Miller-Jones et al., 2010, ATel, 2377; Tetarenko et al. 2017, ATel, 10843"
IGR J16597-3704,AMXP,8.732e+27,2.17e+27,2.17e+27,2.69e+36,1.776e+35,1.776e+35,None,"Tetarenko et al. 2017, ATel, 10894"
IGR J16597-3704,AMXP,1.204e+28,2.121e+27,2.121e+27,2.764e+36,1.184e+35,1.184e+35,None,"Tetarenko et al. 2017, ATel, 10894"
MAXI J0911-635,AMXP,4.5e+28,0.0,0.0,2.5e+36,0.0,0.0,Lr,"Tudor et al. 2016, ATel, 8914"
XTE J0929-314,AMXP,1.314383e+29,0.0,0.0,3.762255e+36,0.0,0.0,None,"Migliari et al. 2011, MNRAS, 415, 2407"
XTE J0929-314,AMXP,1.130222e+29,0.0,0.0,4.007675e+36,0.0,0.0,None,"Migliari et al. 2011, MNRAS, 415, 2407"
IGR J17379-3747,AMXP,2e+29,0.0,0.0,1.3e+36,0.0,0.0,None,"van den Eijnden et al. 2018, ATel, 11487; Strohmayer et al. 2018, ATel, 11507"
IGR J17591-2342,AMXP,3.9e+29,7.66e+27,7.66e+27,2.26e+36,1.22e+35,1.3e+35,None,"Russell et al. 2018, ApJL, 869 ,16; Gusinskaia et al. 2020, MNRAS, 492, 1091"
IGR J17591-2342,AMXP,3.83e+29,1.91e+28,1.91e+28,1.09e+36,9.95e+34,1.07e+35,None,"Russell et al. 2018, ApJL, 869 ,16; Gusinskaia et al. 2020, MNRAS, 492, 1091"
IGR J17591-2342,AMXP,4.52e+29,1.53e+28,1.53e+28,2.53e+36,9.95e+34,9.95e+34,None,"Russell et al. 2018, ApJL, 869 ,16; Gusinskaia et al. 2020, MNRAS, 492, 1091"
